doi,doi_url,title
10.1002/mrm.70167,https://doi.org/10.1002/mrm.70167,"Dynamic
                    <scp>
                      <sup>13</sup>
                      C
                    </scp>
                    ‐
                    <scp>MRI</scp>
                    of Branched‐Chain Amino Acid Metabolism Using Hyperpolarized [1‐
                    <scp>
                      <sup>13</sup>
                      C
                    </scp>
                    ]2‐Ketoisocaproate: A Multiband
                    <scp>IDEAL</scp>
                    Spiral Approach in Rodents and Pigs"
10.1002/mrm.30638,https://doi.org/10.1002/mrm.30638,Measurement of renal cortex perfusion: A direct comparison of arterial spin labelling magnetic resonance imaging and [<scp><sup>15</sup>O</scp>]<scp>H<sub>2</sub>O</scp> positron emission tomography
10.1002/mrm.70018,https://doi.org/10.1002/mrm.70018,Myocardial Arterial Spin Labeling with Double Inversion Recovery for reduced physiological noise
10.1002/mrm.70022,https://doi.org/10.1002/mrm.70022,Utilizing 3D fast spin echo anatomical imaging to reduce the number of contrast preparations in T1ρ$$ {T}_{1\rho } $$ quantification of knee cartilage using learning‐based methods
10.1002/mrm.30495,https://doi.org/10.1002/mrm.30495,"Reproducibility of tailored and universal nonselective excitation pulses at
                    <scp>7 T</scp>
                    for human cardiac
                    <scp>MRI</scp>
                    : A 3‐year and an interday study"
10.1002/mrm.70139,https://doi.org/10.1002/mrm.70139,Ticept: Wideband Electrical Properties Tomography by Tissue Composition Assessment With Quantitative  1$$ {}^1 $$H 23$$ {}^{23} $$Na 39$$ {}^{39} $$K Multinuclear MRI
10.1002/mrm.70122,https://doi.org/10.1002/mrm.70122,"Robust Extrapolated Semi‐Solid Magnetization Transfer Reference Fitting for Quantitative Amide Proton Transfer Imaging at
                    <scp>3 T</scp>
                    : Application to Patients With Mild Cognitive Impairment and Mild Dementia"
10.1002/mrm.70127,https://doi.org/10.1002/mrm.70127,On the Impact of Artifacts Induced by Mismatches Between Auto‐Calibration Signal and Accelerated 3D GRE Data at 11.7T
10.1002/mrm.70180,https://doi.org/10.1002/mrm.70180,"A Flexible
                    <scp>RF</scp>
                    Coil Design (
                    <scp>OxyTrack</scp>
                    ) for Oxygen Measurements in Body Cavities"
10.1002/mrm.70028,https://doi.org/10.1002/mrm.70028,The choroid plexus water density
10.1002/mrm.30542,https://doi.org/10.1002/mrm.30542,"Achieving robust labeling above the circle of
                    <scp>Willis</scp>
                    with vessel‐encoded arterial spin labeling"
10.1002/mrm.30561,https://doi.org/10.1002/mrm.30561,TE optimization for J‐difference editing of 2‐hydroxyglutarate at 3T
10.1002/mrm.70079,https://doi.org/10.1002/mrm.70079,"Accelerated motion‐robust abdominal
                    <scp>3D</scp>
                    T1ρ mapping using diamond radial sampling"
10.1002/mrm.70216,https://doi.org/10.1002/mrm.70216,Technical Review of Magnetic Resonance Fingerprinting Applications in Cerebral Physiology
10.1002/mrm.70055,https://doi.org/10.1002/mrm.70055,"Summary from the 2025 International Society for Magnetic Resonance in Medicine workshop on body
                    <scp>MRI</scp>
                    : Unsolved problems and unmet needs"
10.1002/mrm.70069,https://doi.org/10.1002/mrm.70069,"Free‐breathing
                    <scp>3D</scp>
                    pulmonary ventilation mapping at 0.
                    <scp>55 T</scp>
                    using stack‐of‐spiral out‐in
                    <scp>bSSFP</scp>"
10.1002/mrm.70222,https://doi.org/10.1002/mrm.70222,"Temperature Dependence of Paramagnetic Species in the Human Brain Tissue: An X‐Band
                    <scp>EPR</scp>
                    Study"
10.1002/mrm.30511,https://doi.org/10.1002/mrm.30511,Evaluations of the Bloch fitting method for the analysis of <scp>acidoCEST MRI</scp>
10.1002/mrm.30574,https://doi.org/10.1002/mrm.30574,"Deep learning–based prospective slice tracking for continuous catheter visualization during
                    <scp>MRI</scp>
                    ‐guided cardiac catheterization"
10.1002/mrm.30585,https://doi.org/10.1002/mrm.30585,"Diffusion probabilistic generative models for accelerated, in‐NICU permanent magnet neonatal MRI"
10.1002/mrm.30581,https://doi.org/10.1002/mrm.30581,Validation of quantitative transport mapping (QTM) with an ex vivo perfused liver model
10.1002/mrm.30177,https://doi.org/10.1002/mrm.30177,Issue Information
10.1002/mrm.30629,https://doi.org/10.1002/mrm.30629,Fast MR signal simulations of microvascular and diffusion contributions using histogram‐based approximation and recurrent neural networks
10.1002/mrm.70077,https://doi.org/10.1002/mrm.70077,"Acceleration of slice encoding for metal artifact correction at 0.
                    <scp>55 T</scp>
                    using hexagonal sampling"
10.1002/mrm.70034,https://doi.org/10.1002/mrm.70034,"Importance of
                    <scp>
                      R
                      <sub>2</sub>
                    </scp>
                    accuracy in susceptibility source separation"
10.1002/mrm.70085,https://doi.org/10.1002/mrm.70085,"Extending real‐time
                    <scp>MRI</scp>
                    of the oral cavity using simultaneous multislice and compressed sensing"
10.1002/mrm.30613,https://doi.org/10.1002/mrm.30613,Feasibility of strong diffusion encoding and fast readout using a plug‐and‐play head gradient insert at <scp>7 T</scp>
10.1002/mrm.30459,https://doi.org/10.1002/mrm.30459,"Whole‐brain
                    <scp>BOLD</scp>
                    responses to graded hypoxic challenges at 7
                    <scp>T</scp>
                    , 9.4
                    <scp>T</scp>
                    , and 15.2
                    <scp>T</scp>
                    : Implications for ultrahigh‐field functional and dynamic susceptibility contrast
                    <scp>MRI</scp>"
10.1002/mrm.70042,https://doi.org/10.1002/mrm.70042,"Free‐breathing phase‐sensitive inversion recovery
                    <scp>
                      T
                      <sub>1</sub>
                    </scp>
                    ‐weighted imaging for improved visualization of focal liver lesions"
10.1002/mrm.70202,https://doi.org/10.1002/mrm.70202,"Ultimate Intrinsic
                    <scp>SNR</scp>
                    in the Torso of Realistic Body Models"
10.1002/mrm.70115,https://doi.org/10.1002/mrm.70115,"Making
                    <scp>RF</scp>
                    coils
                    <scp>MR</scp>
                    ‐invisible by additive manufacturing using magnetically filled polymer"
10.1002/mrm.30573,https://doi.org/10.1002/mrm.30573,"<scp>gammaSTAR</scp>
                    : A framework for the development of dynamic, real‐time capable
                    <scp>MR</scp>
                    sequences"
10.1002/mrm.30566,https://doi.org/10.1002/mrm.30566,Vendor‐agnostic <scp>3D</scp> multiparametric relaxometry improves cross‐platform reproducibility
10.1002/mrm.30640,https://doi.org/10.1002/mrm.30640,Multi‐site feasibility and reproducibility study on UTE <scp>3D</scp> phosphorous <scp>MRSI</scp> using novel rosette trajectory (<scp>PETALUTE</scp>)
10.1002/mrm.30609,https://doi.org/10.1002/mrm.30609,MC‐RED: A deep learning network for motion correction in 3D CEST imaging
10.1002/mrm.30424,https://doi.org/10.1002/mrm.30424,"Considerations and recommendations from the
                    <scp>ISMRM</scp>
                    Diffusion Study Group for preclinical diffusion
                    <scp>MRI</scp>
                    : Part 3—Ex vivo imaging: Data processing, comparisons with microscopy, and tractography"
10.1002/mrm.30455,https://doi.org/10.1002/mrm.30455,"High‐resolution and high‐fidelity diffusion tensor imaging of cervical spinal cord using
                    <scp>3D</scp>
                    reduced‐
                    <scp>FOV</scp>
                    multiplexed sensitivity encoding (
                    <scp>3D</scp>
                    ‐
                    <scp>rFOV</scp>
                    ‐
                    <scp>MUSE</scp>
                    )"
10.1002/mrm.30468,https://doi.org/10.1002/mrm.30468,Automated fibrosis segmentation from wideband post‐contrast T1∗$$ {T}_1^{\ast } $$ mapping in an animal model of ischemic heart disease with implantable cardioverter‐defibrillators
10.1002/mrm.70061,https://doi.org/10.1002/mrm.70061,Comparison of cardiac diffusion MRI using multiple prospective respiratory motion correction techniques
10.1002/mrm.70053,https://doi.org/10.1002/mrm.70053,"Exact, time‐dependent analytical equations for spiral trajectories and matching gradient and density‐correction waveforms"
10.1002/mrm.70133,https://doi.org/10.1002/mrm.70133,"A Novel
                    <scp>CEST</scp>
                    ‐Based Approach for Reliably Assessing Skeletal Muscle Oxidative Phosphorylation:
                    <scp>OXCEST</scp>"
10.1002/mrm.70135,https://doi.org/10.1002/mrm.70135,A Flexible Approach for Fat‐Water Separation With Bipolar Readouts and Correction of Gradient‐Induced Phase and Amplitude Effects
10.1002/mrm.70124,https://doi.org/10.1002/mrm.70124,"Denoising Low‐Power
                    <scp>CEST</scp>
                    Imaging Using a Deep Learning Approach With a Dual‐Power Feature Preparation Strategy"
10.1002/mrm.70145,https://doi.org/10.1002/mrm.70145,Versatile and Highly Efficient MRI Simulation of Arbitrary Motion in KomaMRI
10.1002/mrm.30564,https://doi.org/10.1002/mrm.30564,"Erratum to “Spectrally selective and interleaved water imaging and fat imaging (
                    <scp>siWIFI</scp>
                    )”"
10.1002/mrm.30597,https://doi.org/10.1002/mrm.30597,"<i>SMART MRS</i>
                    : A Simulated
                    <scp>MEGA</scp>
                    ‐
                    <scp>PRESS</scp>
                    ARTifacts toolbox for
                    <scp>GABA</scp>
                    ‐edited
                    <scp>MRS</scp>"
10.1002/mrm.70007,https://doi.org/10.1002/mrm.70007,Time‐resolved mapping of myocardial stiffness using 2D multifrequency spiral MR elastography with and without external vibration
10.1002/mrm.70183,https://doi.org/10.1002/mrm.70183,"Comprehensive
                    <scp>4D</scp>
                    Parallel Transmission Spatial‐Spectral Pulse Design for Slab‐Selective Uniform Water‐Selective Excitation: Demonstration in the Human Brain at 7 Tesla"
10.1002/mrm.70204,https://doi.org/10.1002/mrm.70204,"<scp>
                      <sup>31</sup>
                      P MRSI
                    </scp>
                    Coil Combination Using
                    <scp>
                      <sup>23</sup>
                      Na
                    </scp>
                    Sensitivity Information"
10.1002/mrm.70002,https://doi.org/10.1002/mrm.70002,Image space formalism of convolutional neural networks for k‐space interpolation
10.1002/mrm.70107,https://doi.org/10.1002/mrm.70107,Time‐resolved mapping of myocardial stiffness using 2D multifrequency spiral MR elastography with and without external vibration
10.1002/mrm.30579,https://doi.org/10.1002/mrm.30579,Effect of inaccurate b‐values from imaging gradients on intravoxel incoherent motion
10.1002/mrm.30590,https://doi.org/10.1002/mrm.30590,"Steady‐state free precession for
                    <scp>
                      T
                      <sub>2</sub>
                    </scp>
                    * relaxometry: All echoes in every readout with k‐space aliasing"
10.1002/mrm.70096,https://doi.org/10.1002/mrm.70096,"Mapping a reproducible water fraction and
                    <scp>
                      T
                      <sub>1</sub>
                    </scp>
                    using
                    <scp>MP2RAGE</scp>
                    and variable flip angle quantitative
                    <scp>MRI</scp>
                    protocols"
10.1002/mrm.30458,https://doi.org/10.1002/mrm.30458,"Amide mapping in the human brain using downfield
                    <scp>MRSI</scp>
                    at 3 T and 7 T"
10.1002/mrm.70177,https://doi.org/10.1002/mrm.70177,Issue Information
10.1002/mrm.30502,https://doi.org/10.1002/mrm.30502,"Denoising complex‐valued diffusion
                    <scp>MR</scp>
                    images using a two‐step, nonlocal principal component analysis approach"
10.1002/mrm.30586,https://doi.org/10.1002/mrm.30586,"Establishing standardized healthy reference distributions and values for multisite
                    <scp>
                      <sup>129</sup>
                      Xe
                    </scp>
                    gas exchange
                    <scp>MRI</scp>
                    /
                    <scp>MR spectroscopy</scp>
                    at 3 T across major scanner platforms"
10.1002/mrm.30512,https://doi.org/10.1002/mrm.30512,Higher spatial resolution and sensitivity in whole brain functional MRI at 7T using 3D EPI accelerated with variable density CAIPI sampling and temporal random walk
10.1002/mrm.70147,https://doi.org/10.1002/mrm.70147,"Coronary Artery Blood Flow Imaging Using
                    <scp>3D</scp>
                    Flow
                    <scp>MRI</scp>"
10.1002/mrm.70211,https://doi.org/10.1002/mrm.70211,"Identifying Out‐of‐Voxel Echoes in Edited
                    <scp>MRS</scp>
                    With Phase Cycle Inversion"
10.1002/mrm.30419,https://doi.org/10.1002/mrm.30419,Impact of particle size on R2* and fat fraction estimation for accurate assessment of hepatic iron overload and steatosis using <scp>MRI</scp>
10.1002/mrm.30486,https://doi.org/10.1002/mrm.30486,Groupwise image registration with edge‐based loss for low‐SNR cardiac MRI
10.1002/mrm.30598,https://doi.org/10.1002/mrm.30598,Lipid‐targeted echo‐planar spectroscopic imaging technique for in vivo lipid composition measurement
10.1002/mrm.30620,https://doi.org/10.1002/mrm.30620,Myelin water and tensor‐valued diffusion imaging: (How) are they related?
10.1002/mrm.70045,https://doi.org/10.1002/mrm.70045,"Comparison between multiparametric arterial spin labeling and [
                    <scp>
                      <sup>15</sup>
                      O
                    </scp>
                    ]
                    <scp>
                      H
                      <sub>2</sub>
                      O
                    </scp>
                    positron emission tomography in patients with moyamoya disease"
10.1002/mrm.30178,https://doi.org/10.1002/mrm.30178,Issue Information
10.1002/mrm.30578,https://doi.org/10.1002/mrm.30578,"Impact of lateral movement of patients on
                    <scp>radiofrequency</scp>
                    ‐induced heating of active and passive implantable medical devices at
                    <scp>3T MRI</scp>"
10.1002/mrm.30587,https://doi.org/10.1002/mrm.30587,"Diffusion‐weighted
                    <scp>GRASE</scp>
                    sequence with
                    <scp>3D</scp>
                    navigator for high‐resolution time‐dependent diffusion
                    <scp>MRI</scp>
                    in the human cortical gray matter"
10.1002/mrm.70113,https://doi.org/10.1002/mrm.70113,"Cartesian
                    <scp>MaxGIRF</scp>
                    : Model‐based
                    <scp>EPI</scp>
                    reconstruction incorporating gradient nonlinearity and concomitant field effects"
10.1002/mrm.30427,https://doi.org/10.1002/mrm.30427,Simultaneous multislice diffusion imaging using navigator‐free multishot spiral acquisitions
10.1002/mrm.30172,https://doi.org/10.1002/mrm.30172,Issue Information
10.1002/mrm.30601,https://doi.org/10.1002/mrm.30601,pTx‐Pulseq in hybrid sequences: Accessible and advanced hybrid open‐source <scp>MRI</scp> sequences on Philips scanners
10.1002/mrm.70233,https://doi.org/10.1002/mrm.70233,"Multishot Dual Polarity
                    <scp>GRAPPA</scp>
                    : Robust Nyquist Ghost Correction for Multishot
                    <scp>EPI</scp>"
10.1002/mrm.70123,https://doi.org/10.1002/mrm.70123,"Impact of Lower Limb Amputation on Implant Heating During 1.
                    <scp>5 T MRI</scp>
                    : Assessment of Active and Passive Device"
10.1002/mrm.70149,https://doi.org/10.1002/mrm.70149,"Prospective Respiratory Motion Correction Using Machine Learning and Pilot Tone (
                    <scp>PROMPT</scp>
                    ) in Cardiac
                    <scp>MRI</scp>"
10.1002/mrm.70140,https://doi.org/10.1002/mrm.70140,"<scp>DREAMER</scp>
                    : Rapid and Simultaneous Multiple Contrast Magnetic Resonance Imaging of Solid and Soft Tissue"
10.1002/mrm.30451,https://doi.org/10.1002/mrm.30451,"Magnetization transfer explains most of the
                    <i>T</i>
                    <sub>1</sub>
                    variability in the MRI literature"
10.1002/mrm.70062,https://doi.org/10.1002/mrm.70062,A theoretical interpretation of diffusion weighted and intravoxel incoherent motion imaging for cerebrospinal fluid flow
10.1002/mrm.70033,https://doi.org/10.1002/mrm.70033,"Comparative evaluation of supervised and unsupervised deep learning strategies for denoising hyperpolarized
                    <scp>
                      <sup>129</sup>
                      Xe
                    </scp>
                    lung
                    <scp>MRI</scp>"
10.1002/mrm.30452,https://doi.org/10.1002/mrm.30452,"Tissue‐to‐fluid water‐exchange imaging using T
                    <sub>2</sub>
                    ‐selective saturation labeling"
10.1002/mrm.30176,https://doi.org/10.1002/mrm.30176,Issue Information
10.1002/mrm.30520,https://doi.org/10.1002/mrm.30520,Electrical properties based B1+ prediction for electrical properties tomography reconstruction evaluation
10.1002/mrm.70205,https://doi.org/10.1002/mrm.70205,Issue Information
10.1002/mrm.30588,https://doi.org/10.1002/mrm.30588,"Navigator‐gated free‐breathing
                    <scp>2D</scp>
                    radial cardiac joint
                    <scp>
                      T
                      <sub>1</sub>
                    </scp>
                    –
                    <scp>
                      T
                      <sub>2</sub>
                    </scp>
                    mapping"
10.1002/mrm.30173,https://doi.org/10.1002/mrm.30173,Issue Information
10.1002/mrm.30443,https://doi.org/10.1002/mrm.30443,MRI detects tubulointerstitial changes in mouse models of radiation‐induced nephropathy
10.1002/mrm.70050,https://doi.org/10.1002/mrm.70050,Motion‐robust T2∗$$ {\mathrm{T}}_2^{\ast } $$ quantification from low‐resolution gradient echo brain MRI with physics‐informed deep learning
10.1002/mrm.70066,https://doi.org/10.1002/mrm.70066,Alternating‐contrast single‐shot spiral MR‐ARFI with model‐based displacement map reconstruction
10.1002/mrm.70154,https://doi.org/10.1002/mrm.70154,Balancing Bias and Variance in Deep Learning‐Based Tumor Microstructural Parameter Mapping
10.1002/mrm.70120,https://doi.org/10.1002/mrm.70120,"Recipe for Hydrogels With Tunable Relaxation and Diffusion Properties for Use as
                    <scp>MRI</scp>
                    Test Materials"
10.1002/mrm.30537,https://doi.org/10.1002/mrm.30537,Quantitative susceptibility mapping in magnetically inhomogeneous tissues
10.1002/mrm.30476,https://doi.org/10.1002/mrm.30476,A 128‐channel receive array with enhanced signal‐to‐noise ratio performance for 10.5T brain imaging
10.1002/mrm.30607,https://doi.org/10.1002/mrm.30607,Multidimensional <scp>RF</scp> pulse design using auto‐differentiable spin‐domain optimization and its application to reduced field‐of‐view imaging
10.1002/mrm.70144,https://doi.org/10.1002/mrm.70144,What If Each Voxel Were Measured With a Different Diffusion Protocol?
10.1002/mrm.70187,https://doi.org/10.1002/mrm.70187,"Impact of Excess
                    <scp>AIMD</scp>
                    Lead Winding Near the Implantable Pulse Generator on
                    <scp>MRI RF</scp>
                    ‐Induced Heating"
10.1002/mrm.70195,https://doi.org/10.1002/mrm.70195,"<scp>3D MR</scp>
                    Thermometry Using Bi‐Directional Segmented
                    <scp>EPI</scp>
                    for Transcranial‐Focused Ultrasound"
10.1002/mrm.30641,https://doi.org/10.1002/mrm.30641,Evaluation of renal masses with <scp>CEST MRI</scp>: Protocol optimization and preliminary results
10.1002/mrm.30469,https://doi.org/10.1002/mrm.30469,Free‐running 5D whole‐heart MRI for isotropic cardiac function measurements at 3T without contrast agents
10.1002/mrm.70160,https://doi.org/10.1002/mrm.70160,"First‐Order Spatial Encoding Simulations for Improved Accuracy in the Presence of Strong
                    <scp>
                      <i>B</i>
                      <sub>0</sub>
                    </scp>
                    and Gradient Field Variations"
10.1002/mrm.30576,https://doi.org/10.1002/mrm.30576,The dynamic course of spontaneous muscular contractions assessed using multiple‐point acquisition in diffusion‐weighted stimulated echo imaging
10.1002/mrm.70043,https://doi.org/10.1002/mrm.70043,Angle reduction for fast scans in gradient‐coil‐free portable MRI using rotational spatial encoding magnetic fields via an efficient encoding capability evaluation
10.1002/mrm.30508,https://doi.org/10.1002/mrm.30508,"Simultaneous quantification of PCr, Cr, and
                    <scp>pH</scp>
                    in muscle
                    <scp>CEST</scp>
                    ‐
                    <scp>MRI</scp>"
10.1002/mrm.70110,https://doi.org/10.1002/mrm.70110,"Advancing whole‐brain
                    <scp>BOLD functional MRI</scp>
                    in humans at 10.5 T with motion‐robust
                    <scp>3D echo‐planar imaging</scp>
                    , parallel transmission, and high‐density
                    <scp>radiofrequency</scp>
                    receive coils"
10.1002/mrm.70092,https://doi.org/10.1002/mrm.70092,"Subject grounding to reduce electromagnetic interference for
                    <scp>MRI</scp>
                    scanners operating in unshielded environments"
10.1002/mrm.70215,https://doi.org/10.1002/mrm.70215,"Jointly Learned
                    <scp>3D</scp>
                    Non‐Cartesian Sampling With Wave Encoding and Reconstruction for Neurovascular Phase Contrast
                    <scp>MRI</scp>"
10.1002/mrm.70236,https://doi.org/10.1002/mrm.70236,Generalized Analytical Non‐Balanced SSFP Signal Expressions for Systems With Magnetization Transfer
10.1002/mrm.30571,https://doi.org/10.1002/mrm.30571,"Quantitative susceptibility mapping in the human brain at
                    <scp>7T</scp>
                    with phase‐cycled
                    <scp>balanced SSFP</scp>"
10.1002/mrm.70188,https://doi.org/10.1002/mrm.70188,"Multiparametric
                    <scp>MRI</scp>
                    to Predict Response to Irreversible Electroporation Plus Anti‐
                    <scp>PD</scp>
                    ‐1 Immunotherapy in Pancreatic Ductal Adenocarcinoma"
10.1002/mrm.70185,https://doi.org/10.1002/mrm.70185,"Deuterium
                    <scp>MR</scp>
                    Spectroscopy and Imaging in Human at
                    <scp>5 T</scp>
                    Using a Compact and Pluggable X‐Nuclei Imaging Platform"
10.1002/mrm.30518,https://doi.org/10.1002/mrm.30518,"Accelerated multi‐shell diffusion
                    <scp>MRI</scp>
                    with Gaussian process estimated reconstruction of multi‐band imaging"
10.1002/mrm.30551,https://doi.org/10.1002/mrm.30551,"Multi‐center benchmarking of cervical spinal cord
                    <scp>RF</scp>
                    coils for 7 T
                    <scp>MRI</scp>
                    : A traveling spines study"
10.1002/mrm.30492,https://doi.org/10.1002/mrm.30492,"Regionally resolved cardiac metabolism using a dipole‐loop array coil for
                    <scp>
                      7 T
                      <sup>31</sup>
                      P
                    </scp>
                    ‐
                    <scp>MRSI</scp>"
10.1002/mrm.30501,https://doi.org/10.1002/mrm.30501,"Parallel detection of
                    <scp>MRI</scp>
                    and
                    <scp>
                      <sup>1</sup>
                      H MRSI
                    </scp>
                    for multi‐contrast anatomical and metabolic imaging"
10.1002/mrm.30530,https://doi.org/10.1002/mrm.30530,When CEST meets diffusion: Multi‐echo diffusion‐encoded <scp>CEST</scp> (<scp>dCEST</scp>) <scp>MRI</scp> to measure intracellular and extracellular <scp>CEST</scp> signal distributions
10.1002/mrm.30528,https://doi.org/10.1002/mrm.30528,Contactless cardiac gating at 0.55T using high‐amplitude pilot tone with interference cancellation (HAPTIC)
10.1002/mrm.30499,https://doi.org/10.1002/mrm.30499,"Simulated radiation levels and patterns of
                    <scp>MRI</scp>
                    without a Faraday shielded room"
10.1002/mrm.70093,https://doi.org/10.1002/mrm.70093,"<scp>MR</scp>
                    sequence design to account for nonideal gradient performance"
10.1002/mrm.30434,https://doi.org/10.1002/mrm.30434,Relaxometry and contrast‐free cerebral microvascular quantification using balanced steady‐state free precession MR fingerprinting
10.1002/mrm.70179,https://doi.org/10.1002/mrm.70179,"<scp>MC BTS</scp>
                    : Simultaneously Resolving Magnetization Transfer Effect and Relaxation for Multiple Components"
10.1002/mrm.70146,https://doi.org/10.1002/mrm.70146,"High‐Accelerated Parallel Imaging With the Inherent Local Feature in
                    <scp>PE</scp>
                    ‐
                    <scp>xSPEN MRI</scp>"
10.1002/mrm.30426,https://doi.org/10.1002/mrm.30426,"Interleaved
                    <scp>
                      <sup>
                        <b>23</b>
                      </sup>
                      Na
                    </scp>
                    /
                    <scp>
                      <sup>1</sup>
                      H MRI
                    </scp>
                    of the human heart at 7 T using a combined
                    <scp>
                      <sup>23</sup>
                      Na
                    </scp>
                    /
                    <scp>
                      <sup>1</sup>
                      H
                    </scp>
                    coil setup and
                    <scp>
                      <sup>1</sup>
                      H
                    </scp>
                    parallel transmission"
10.1002/mrm.30617,https://doi.org/10.1002/mrm.30617,Easy‐to‐use B1+ shims for human brain imaging at 7 T
10.1002/mrm.30553,https://doi.org/10.1002/mrm.30553,Boosting the velocity detection limit of <scp>3D</scp> single‐cell tracking time‐lapse <scp>MRI</scp> by <scp>balanced SSFP</scp> imaging
10.1002/mrm.30614,https://doi.org/10.1002/mrm.30614,Radial multi‐echo <scp>bSSFP</scp> and <scp>IDEAL</scp> chemical shift separation in k‐space for high‐speed <scp>3D</scp> hyperpolarized <scp><sup>13</sup>C</scp> metabolic <scp>MRI</scp>
10.1002/mrm.30411,https://doi.org/10.1002/mrm.30411,Third trimester fetal <scp>4D</scp> flow <scp>MRI</scp> with motion correction
10.1002/mrm.70153,https://doi.org/10.1002/mrm.70153,"Intraoral Coil Arrays for Single‐Tooth Dental
                    <scp>MRI</scp>"
10.1002/mrm.70116,https://doi.org/10.1002/mrm.70116,Increasing the measurable frequency range of magnetic field oscillations with off‐resonance spin‐lock preparation pulses
10.1002/mrm.70143,https://doi.org/10.1002/mrm.70143,"<scp>MIMOSA</scp>
                    : Multi‐Parametric Imaging Using Multiple‐Echoes With Optimized Simultaneous Acquisition for Highly‐Efficient Quantitative
                    <scp>MRI</scp>"
